id,packet_parsed
334,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '69ec2d03', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0021', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '5ca9db356182d5a04c1744'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b26802100015ca9db356182d5a04c174469ec2d03', 'Time': '2021-09-05 13:00:03.25', 'DecryptedData': ''}"
335,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '69ec2d03', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0021', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '5ca9db356182d5a04c1744'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b26802100015ca9db356182d5a04c174469ec2d03', 'Time': '2021-09-05 13:00:03.26', 'DecryptedData': ''}"
336,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '07de6e8c', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0023', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e21a0b26a0230007de6e8c', 'Time': '2021-09-05 13:00:08.30', 'DecryptedData': ''}"
337,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '010', 'Major': '01'}, 'MIC': 'fa435895', 'MACPayload': {'FHDR': {'DevAddr': 'c2673ff5', 'FCnt': '7cd2', 'FOpts': '60590e1b9ff90ab9f0', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '1', 'FOptsLen': '1001'}}, 'FPort': '13', 'FRMPayload': '93ebb209233c98164bfb63548354b373acc402b8652d79bcb43dedd9f7bc69562b2812be420e7025a26bb43e8bebcb96bc43103e1596c9a52c6d4656d3f83e0114dc5bd43625f05a0416bca5b0b7b64f984c87b0'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/7'}, 'RAWPacket': '69f53f67c2b9d27c60590e1b9ff90ab9f01393ebb209233c98164bfb63548354b373acc402b8652d79bcb43dedd9f7bc69562b2812be420e7025a26bb43e8bebcb96bc43103e1596c9a52c6d4656d3f83e0114dc5bd43625f05a0416bca5b0b7b64f984c87b0fa435895', 'Time': '2021-09-05 13:00:54.18', 'DecryptedData': ''}"
338,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '03b82399', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0022', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '88b0d778ad6761e9928d43'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b268022000188b0d778ad6761e9928d4303b82399', 'Time': '2021-09-05 13:01:03.25', 'DecryptedData': ''}"
339,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '92195ebf', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0024', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e21a0b26a0240092195ebf', 'Time': '2021-09-05 13:01:08.29', 'DecryptedData': ''}"
340,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '3d1206ee', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0023', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': 'dd418e0135ee365215ed0f'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b2680230001dd418e0135ee365215ed0f3d1206ee', 'Time': '2021-09-05 13:02:03.24', 'DecryptedData': ''}"
341,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '3d1206ee', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0023', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': 'dd418e0135ee365215ed0f'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b2680230001dd418e0135ee365215ed0f3d1206ee', 'Time': '2021-09-05 13:02:03.25', 'DecryptedData': ''}"
342,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'd3489ea6', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0025', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e21a0b26a02500d3489ea6', 'Time': '2021-09-05 13:02:08.28', 'DecryptedData': ''}"
343,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '408e8e69', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0024', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '53674f2c68c92b719984bb'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b268024000153674f2c68c92b719984bb408e8e69', 'Time': '2021-09-05 13:03:03.23', 'DecryptedData': ''}"
344,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'c65ae248', 'MACPayload': {'FHDR': {'DevAddr': '00000024', 'FCnt': '000f', 'FOpts': '', 'FCtrl': {'ADR': '0', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '869.525', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '6024000000200f00c65ae248', 'Time': '2021-09-05 13:03:04.94', 'DecryptedData': ''}"
345,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '470b2306', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0026', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e21a0b26a02600470b2306', 'Time': '2021-09-05 13:03:08.28', 'DecryptedData': ''}"
346,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '6d47e69c', 'MACPayload': {'FHDR': {'DevAddr': '00000018', 'FCnt': '001e', 'FOpts': '', 'FCtrl': {'ADR': '0', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '869.525', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '6018000000201e006d47e69c', 'Time': '2021-09-05 13:03:29.12', 'DecryptedData': ''}"
347,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '32d1b22c', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0025', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '09592dfeea32c7a94c32ba'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b268025000109592dfeea32c7a94c32ba32d1b22c', 'Time': '2021-09-05 13:04:03.23', 'DecryptedData': ''}"
348,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '32d1b22c', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0025', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '09592dfeea32c7a94c32ba'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e21a0b268025000109592dfeea32c7a94c32ba32d1b22c', 'Time': '2021-09-05 13:04:03.24', 'DecryptedData': ''}"
349,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'f5bb854d', 'MACPayload': {'FHDR': {'DevAddr': '260b1ae2', 'FCnt': '0027', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e21a0b26a02700f5bb854d', 'Time': '2021-09-05 13:04:08.28', 'DecryptedData': ''}"
350,"{'MTypeText': 'Rejoin-Request', 'PHYPayload': {'MHDR': {'MType': '110', 'RFU': '101', 'Major': '00'}, 'MIC': '6e8b695b', 'ReJoinRequest': {'ReJoinType': 'f3', 'JoinEUI': '', 'DevEUI': '', 'RJcount1': ''}}, 'ParseMessage': 'Corrupted! Invalid ReJoinType value.', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF7BW125', 'Codr': '4/7'}, 'RAWPacket': 'd4f3ac38a5f1807a184bb404027f6d91f8afe241c111c68457623e7a571e30675d2462f184acbd742800fd4f6e8b695b', 'Time': '2021-09-05 13:04:19.18', 'DecryptedData': ''}"
351,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '6d78c656', 'MACPayload': {'FHDR': {'DevAddr': '00000028', 'FCnt': '0010', 'FOpts': '', 'FCtrl': {'ADR': '0', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '869.525', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '60280000002010006d78c656', 'Time': '2021-09-05 13:04:49.86', 'DecryptedData': ''}"
352,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '42f4190a', 'MACPayload': {'FHDR': {'DevAddr': '00000018', 'FCnt': '0020', 'FOpts': '', 'FCtrl': {'ADR': '0', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '869.525', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '601800000020200042f4190a', 'Time': '2021-09-05 13:05:11.12', 'DecryptedData': ''}"
353,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '40fa4d95', 'JoinRequest': {'JoinEUI': '0001001080da7f64', 'DevEUI': 'ed3f000000da7f64', 'DevNonce': '2907'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '000001001080da7f64ed3f000000da7f64290740fa4d95', 'Time': '2021-09-05 13:05:21.79', 'DecryptedData': ''}"
354,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': 'b080fda1', 'JoinAccept': {'JoinNonce': 'd8d9ed', 'Home_NetID': '0f4e99', 'DevAddr': 'b71b373c', 'DLSettings': {'OptNeg': '0', 'RX1DRoffset': '010', 'RX2Datarate': '0110'}, 'RxDelay': '0b', 'CFList': '48baf10f148c912b592e99c23d500713'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '20d8d9ed0f4e99b71b373c260b48baf10f148c912b592e99c23d500713b080fda1', 'Time': '2021-09-05 13:05:28.60', 'DecryptedData': ''}"
355,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '5dc87843', 'MACPayload': {'FHDR': {'DevAddr': '260b39cc', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': 'f0e09d3dd0af2f5338891a'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40cc390b268000000af0e09d3dd0af2f5338891a5dc87843', 'Time': '2021-09-05 13:05:43.87', 'DecryptedData': ''}"
356,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '5dc87843', 'MACPayload': {'FHDR': {'DevAddr': '260b39cc', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': 'f0e09d3dd0af2f5338891a'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40cc390b268000000af0e09d3dd0af2f5338891a5dc87843', 'Time': '2021-09-05 13:05:43.87', 'DecryptedData': ''}"
357,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '638b9f96', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': '4998'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca25004998638b9f96', 'Time': '2021-09-05 13:05:48.58', 'DecryptedData': ''}"
358,"{'MTypeText': 'Downlink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '101', 'RFU': '000', 'Major': '00'}, 'MIC': '53e866e4', 'MACPayload': {'FHDR': {'DevAddr': '260b39cc', 'FCnt': '0001', 'FOpts': '060350ff0001', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '0', 'FPending': '1', 'FOptsLen': '0110'}}, 'FPort': '02', 'FRMPayload': '8bb5991b99c4c3'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': 'a0cc390b26960100060350ff0001028bb5991b99c4c353e866e4', 'Time': '2021-09-05 13:05:50.35', 'DecryptedData': ''}"
359,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': '648e7719', 'JoinAccept': {'JoinNonce': '2d5e2d', 'Home_NetID': '9233be', 'DevAddr': '4f37cf61', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '010', 'RX2Datarate': '1100'}, 'RxDelay': 'cd', 'CFList': '1fbb3c795f0c9f17b8077a6b9151501f'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '202d5e2d9233be4f37cf61accd1fbb3c795f0c9f17b8077a6b9151501f648e7719', 'Time': '2021-09-05 13:05:53.66', 'DecryptedData': ''}"
360,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '568f49a9', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '90051b9959b041d51be72f'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b268000000190051b9959b041d51be72f568f49a9', 'Time': '2021-09-05 13:05:56.43', 'DecryptedData': ''}"
361,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '568f49a9', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '90051b9959b041d51be72f'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b268000000190051b9959b041d51be72f568f49a9', 'Time': '2021-09-05 13:05:56.44', 'DecryptedData': ''}"
362,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'f43c20a0', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e35a0b26a00000f43c20a0', 'Time': '2021-09-05 13:06:01.48', 'DecryptedData': ''}"
363,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '5cc53e11', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '887fbb20406b71c1fab57b'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b2680010001887fbb20406b71c1fab57b5cc53e11', 'Time': '2021-09-05 13:06:56.69', 'DecryptedData': ''}"
364,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '02d938eb', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e35a0b26a0010002d938eb', 'Time': '2021-09-05 13:07:01.74', 'DecryptedData': ''}"
365,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '5cc53e11', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '887fbb20406b71c1fab57b'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b2680010001887fbb20406b71c1fab57b5cc53e11', 'Time': '2021-09-05 13:07:04.70', 'DecryptedData': ''}"
366,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '5cc53e11', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '887fbb20406b71c1fab57b'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b2680010001887fbb20406b71c1fab57b5cc53e11', 'Time': '2021-09-05 13:07:04.70', 'DecryptedData': ''}"
367,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '71308663', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0002', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e35a0b26a0020071308663', 'Time': '2021-09-05 13:07:09.74', 'DecryptedData': ''}"
368,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '117ceb54', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0002', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '1206d160dd9e45daa5ebc6'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b26800200011206d160dd9e45daa5ebc6117ceb54', 'Time': '2021-09-05 13:07:56.68', 'DecryptedData': ''}"
369,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '450add27', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0003', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60e35a0b26a00300450add27', 'Time': '2021-09-05 13:08:01.73', 'DecryptedData': ''}"
370,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '7d9ace20', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0003', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '34996174ecaaf26c3f8c2a'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b268003000134996174ecaaf26c3f8c2a7d9ace20', 'Time': '2021-09-05 13:09:00.51', 'DecryptedData': ''}"
371,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '7d9ace20', 'MACPayload': {'FHDR': {'DevAddr': '260b5ae3', 'FCnt': '0003', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '34996174ecaaf26c3f8c2a'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80e35a0b268003000134996174ecaaf26c3f8c2a7d9ace20', 'Time': '2021-09-05 13:09:00.52', 'DecryptedData': ''}"
